,Div,Date,HomeTeam,AwayTeam,FTR,HTCD,ATCD,HTGD,ATGD,HTSD,ATSD,HomeRating(ELO) 0.05,AwayRating(ELO) 0.05,HomeRating(ELO) 0.1,AwayRating(ELO) 0.1,HomeRating(ELO) 0.25,AwayRating(ELO) 0.25,HomeRating(ELO) 0.4,AwayRating(ELO) 0.4,HomeRating(ELO) 0.55,AwayRating(ELO) 0.55,HomeRating(ELO) 0.7,AwayRating(ELO) 0.7,HomeRating(ELO) 0.85,AwayRating(ELO) 0.85,HomeRating(ELO) 0.9,AwayRating(ELO) 0.9,Value Diff,Attack Diff,Mid Game Diff,Defense Diff,Over Game Diff,Estadio,Arbitro,Parametro,Yellow Card/Match,Red Card/Match,% HomeWin,% AwayWin,% DrawWin,_merge
382,SP1,30/04/2011,ID002,ID033,A,0.664,-0.072,0.7162162162162162,-0.17567567567567569,0.8406593406593407,-0.08791208791208792,1.8770755924873128,0.5820253861563572,2.1466446178933376,0.005887697418219123,0.2357849478146744,-1.1870972937987845,-0.500905203803488,-0.5921258777824516,0.13783930908065245,-0.2306685820068058,-0.06181109338002961,0.11403686336974889,-3.4758917242719325,2.7305123610520914,-8.73762255965548,8.519297593185001,462000000,10,11,10,9,Santiago Bernabéu,Ayza Gámez,r600004,"4,79","0,38",0.445859872611465,0.3375796178343949,0.21656050955414013,both
383,SP1,30/04/2011,ID006,ID005,H,-0.272,0.888,-0.1891891891891892,0.9594594594594594,-0.3076923076923077,0.8516483516483516,0.6084601167865185,2.1256790854302645,0.3099318328729312,2.65187121188159,0.2671243349165742,1.1474755007440471,-0.241522511377233,-0.22054549543400342,-0.4569333698697846,-0.14755142117868658,-0.5317399676730403,0.15921219083667987,2.1851006593655944,-0.8241314349908744,7.561154146234795,-5.306411795437901,-538000000,-12,-13,-13,-11,Anoeta,Teixeira Vitienes,r600003,"6,53","0,39",0.4421052631578947,0.3263157894736842,0.23157894736842105,both
384,SP1,30/04/2011,ID006,ID005,H,-0.272,0.888,-0.1891891891891892,0.9594594594594594,-0.3076923076923077,0.8516483516483516,0.6084601167865185,2.1256790854302645,0.3099318328729312,2.65187121188159,0.2671243349165742,1.1474755007440471,-0.241522511377233,-0.22054549543400342,-0.4569333698697846,-0.14755142117868658,-0.5317399676730403,0.15921219083667987,2.1851006593655944,-0.8241314349908744,7.561154146234795,-5.306411795437901,-538000000,-12,-13,-13,-11,Anoeta,Teixeira Vitienes,r600019,"5,29","0,35",0.42920353982300885,0.29646017699115046,0.2743362831858407,both
385,SP1,01/05/2011,ID020,ID016,A,-0.472,-0.12,-0.35135135135135137,0.02702702702702703,-0.3901098901098901,0.04395604395604396,0.41979278342643084,1.0260957398248254,-0.027316486884864363,0.8803362376963928,0.09582274453950868,-0.39087873489446107,0.6130787416943694,-1.15666951607794,0.12162468448980276,-1.075169819410421,-0.07569010318859594,-0.33082263531003614,2.939921414781678,9.114563134788726,12.174767035023235,21.36604937274528,-102000000,-9,-6,-5,-5,Juegos del Mediterráneo,Rubinos Pérez,r600000,"5,5","0,47",0.46308724832214765,0.3087248322147651,0.22818791946308725,both
386,SP1,01/05/2011,ID024,ID030,D,-0.224,-0.008,-0.12162162162162163,-0.08108108108108109,-0.3626373626373626,-0.08241758241758242,0.7406668729872994,1.0182959410883499,0.31952955572118247,1.100748722322426,-0.5528976485974257,0.28239153534327893,-0.01337769186775959,-0.5057293119266815,0.24595464946572415,-0.3319645589177833,-0.006881412377040319,-0.12399198580866994,-3.953949003468036,1.2383442099458402,-8.309075550804286,1.7609779672562427,-15800000,-1,-4,-4,-2,Ciutat de Valencia,Álvarez Izquierdo,r600006,"5,73","0,38",0.536036036036036,0.22972972972972974,0.23423423423423423,both
387,SP1,01/05/2011,ID029,ID031,H,-0.24,0.024,-0.25675675675675674,-0.2702702702702703,-0.2857142857142857,-0.31868131868131866,0.5991894231424404,0.464475653298527,0.14979184186178984,-0.07992836856618774,-0.7080363075275953,-0.333027109152962,-0.5347222833149682,0.0390097683383997,-0.19400756874995842,-0.35675425780743575,-0.369435691963435,-0.09545932466290785,1.5077223866148417,-3.3117860286349785,16.917246611357456,-21.560585704180554,19350000,-5,1,2,0,La Rosaleda,Undiano Mallenco,r600011,"4,99","0,22",0.42528735632183906,0.2988505747126437,0.27586206896551724,both
388,SP1,01/05/2011,ID012,ID008,H,-0.04,0.328,-0.05405405405405406,0.21621621621621623,-0.0989010989010989,0.09340659340659341,0.5928507760966735,1.2047763672306644,0.15673474050317376,0.7847105505634115,-0.28458274402458306,-1.2632744114845562,0.16402188923936026,-0.6129634971057544,-0.009266452830045901,0.24757834722573452,0.31075728477631365,0.08305140300283578,-2.936536849647724,-6.710162827927421,-6.444390108835335,-14.997857185635429,-118700000,-8,-3,-3,-5,Reyno de Navarra,Velasco Carballo,r600012,"6,19","0,48",0.5391705069124424,0.2119815668202765,0.2488479262672811,both
389,SP1,01/05/2011,ID032,ID015,H,-0.376,-0.416,-0.22972972972972974,-0.13513513513513514,-0.027472527472527472,0.027472527472527472,0.7227052293065173,0.7554047545842144,0.3754682446385895,0.39397845848227175,-0.39385866565107625,-0.45675939332875937,0.10049414597663842,-0.20957302760464144,0.4229913470621106,-0.1859731821562085,-0.5154140816740402,-1.2907215778608443,3.7627424764156343,5.738845903790832,28.42531160931356,39.373067068546476,5600000,1,-1,0,-1,El Sardinero,Delgado Ferreiro,r600007,"5,1","0,23",0.3893129770992366,0.3511450381679389,0.2595419847328244,both
390,SP1,01/05/2011,ID014,ID010,H,-0.112,0.256,0.16216216216216217,-0.13513513513513514,0.26373626373626374,-0.08241758241758242,1.0581773536306305,0.6119174542985814,0.7063791331304249,0.18044804913117343,-0.3125887559118729,-0.03290716478308367,0.026476305114531806,0.5054745439255058,0.09650533482570112,0.35061678636621857,0.3862200852798173,0.413163982305272,-0.4749879282065468,-3.721792532569533,-3.2925692153726143,-21.400554682417535,104200000,5,3,1,3,El Madrigal,Clos Gómez,r600016,"5,34","0,41",0.46511627906976744,0.3209302325581395,0.21395348837209302,both
391,SP1,02/05/2011,ID021,ID004,H,-0.144,0.224,-0.08108108108108109,0.05405405405405406,-0.08791208791208792,0.15384615384615385,0.7954727823344463,0.8386399508827304,0.4375675566976223,0.35893045380702193,-0.22940184125710067,-0.5593233736709384,0.07547511631694165,-0.024419788627969896,-0.0321032461473075,0.174001297426934,-0.4263618846161352,0.1261182975577041,1.4426816849046284,-1.9109239763770491,4.900762857753999,-8.756120796465275,-33600000,-2,-2,-3,-2,Cornellà -El Prat,Teixeira Vitienes,r600003,"6,53","0,39",0.4421052631578947,0.3263157894736842,0.23157894736842105,both
392,SP1,02/05/2011,ID021,ID004,H,-0.144,0.224,-0.08108108108108109,0.05405405405405406,-0.08791208791208792,0.15384615384615385,0.7954727823344463,0.8386399508827304,0.4375675566976223,0.35893045380702193,-0.22940184125710067,-0.5593233736709384,0.07547511631694165,-0.024419788627969896,-0.0321032461473075,0.174001297426934,-0.4263618846161352,0.1261182975577041,1.4426816849046284,-1.9109239763770491,4.900762857753999,-8.756120796465275,-33600000,-2,-2,-3,-2,Cornellà -El Prat,Teixeira Vitienes,r600019,"5,29","0,35",0.42920353982300885,0.29646017699115046,0.2743362831858407,both
393,SP1,07/05/2011,ID004,ID024,H,0.184,-0.184,0.04054054054054054,-0.12162162162162163,0.14285714285714285,-0.35714285714285715,0.7967697118888012,0.7545483263923519,0.3115843935991895,0.3976514723813068,-0.4670152025022296,-0.3440753526122496,-0.05070266897427137,-0.21031833989132834,0.13902269033630557,-0.07190091514520497,0.36277365098572373,-0.08885881377918105,-1.7565608356135654,0.4595002279337588,-6.074349523307001,0.7539726154501913,74400000,4,5,4,4,San Mamés,Ramírez Domínguez,r600009,"5,14","0,34",0.5,0.25,0.25,both
394,SP1,07/05/2011,ID003,ID029,A,0.552,-0.256,0.14864864864864866,-0.22972972972972974,0.10989010989010989,-0.29120879120879123,0.9374049077472627,0.6224132058073667,0.5717555517762818,0.14179900500517106,-0.5815688601613356,-0.7912930848158358,-0.30967740920903897,-0.5191183759796083,0.37133394010499676,-0.3902224105440481,0.39783562077907586,-0.4362572192274705,-6.559160921690681,-1.30729573772489,-18.946745400274857,-2.487280522405044,115950000,16,7,5,6,Vicente Calderón,Iglesias Villanueva,r600018,"5,52","0,32",0.4943181818181818,0.23295454545454544,0.2727272727272727,both
395,SP1,07/05/2011,ID003,ID029,A,0.552,-0.256,0.14864864864864866,-0.22972972972972974,0.10989010989010989,-0.29120879120879123,0.9374049077472627,0.6224132058073667,0.5717555517762818,0.14179900500517106,-0.5815688601613356,-0.7912930848158358,-0.30967740920903897,-0.5191183759796083,0.37133394010499676,-0.3902224105440481,0.39783562077907586,-0.4362572192274705,-6.559160921690681,-1.30729573772489,-18.946745400274857,-2.487280522405044,115950000,16,7,5,6,Vicente Calderón,Iglesias Villanueva,r600675,"4,54","0,17",0.45714285714285713,0.3142857142857143,0.22857142857142856,both
396,SP1,07/05/2011,ID010,ID020,H,0.232,-0.488,-0.14864864864864866,-0.36486486486486486,-0.08241758241758242,-0.43956043956043955,0.5574787929813034,0.3684879964351896,0.1080056553268192,-0.11535011065450365,0.047296721993827284,0.19354242826312396,0.41400809485161216,1.0757465481255455,0.19147727433630182,0.7129680851655343,-0.05964042872018338,0.15588574152842932,-0.6290576888124808,-4.8074572497887385,-1.1027930958239764,-7.054677400447519,-7200000,2,2,4,1,Coliseum Alfonso Pérez,Muñiz Fernández,r600002,"5,98","0,42",0.4801587301587302,0.25793650793650796,0.2619047619047619,both
397,SP1,07/05/2011,ID031,ID032,A,0.04,-0.4,-0.2972972972972973,-0.20270270270270271,-0.3131868131868132,-0.054945054945054944,0.4333549930081587,0.760475467035728,-0.09410826906670484,0.4148660904868167,-0.13520383794900306,-0.5080485139832661,0.24665711873024304,0.016664934934781828,-0.14213193200820928,0.32070609687619595,0.2099207287963215,-1.4189191861766313,-2.200584651568822,8.640761494637841,-19.322033234016015,63.86107197100539,-7600000,-1,-1,-2,0,José Rico Pérez,Pérez Lasa,r600001,"5,77","0,38",0.5,0.2753623188405797,0.2246376811594203,both
398,SP1,07/05/2011,ID016,ID002,A,-0.104,0.68,0.04054054054054054,0.7027027027027027,0.09340659340659341,0.8571428571428571,1.0445201396465849,1.847974323179495,0.8688012266309424,2.1460558481515157,-0.3424931278286801,0.5325592712643705,-0.7263708968277218,-0.2640548526905073,-0.683037372569377,0.26470702918439565,-0.22170261624013562,-0.14163689773885382,5.028224472468299,-5.79682723116621,15.016839712342513,-16.40499039352198,-343400000,-2,-4,-6,-4,Ramón Sánchez Pizjuán,Mateu Lahoz,r600014,"4,88","0,23",0.47038327526132406,0.2926829268292683,0.23693379790940766,both
399,SP1,07/05/2011,ID030,ID028,D,-0.048,-0.44,-0.08108108108108109,-0.20270270270270271,-0.08791208791208792,-0.25274725274725274,1.00510856035355,0.766129882854216,1.0304389973283141,0.5736335328571666,0.1257748133543968,0.005516201917945385,-0.3875649231125402,-0.4179317616062351,-0.18892955484286522,0.3561052384648173,-0.09939876538802772,1.6747983654746088,0.576326825235571,-4.388020763352671,0.8546731506307964,-15.51206316203213,-10300000,-1,-1,-1,-1,El Molinón,Estrada Fernández,r600010,"5,54","0,27",0.48333333333333334,0.2625,0.25416666666666665,both
400,SP1,07/05/2011,ID008,ID006,H,0.272,-0.28,0.20270270270270271,-0.17567567567567569,0.06593406593406594,-0.32967032967032966,1.1721218875077541,0.7147440710580317,0.7611899710074601,0.5751189540610901,-1.1131740747606256,0.553993210102586,-0.5804980932645778,-0.32974070955083434,0.17778244624647505,-0.5380866515180622,-0.17517388381197332,-0.4202914340873644,0.633986137450707,1.4845889396233511,2.9503582326810687,2.7853835303406838,109900000,8,7,6,7,Mestalla,González González,r600008,"4,74","0,22",0.4796380090497738,0.29411764705882354,0.22624434389140272,both
401,SP1,08/05/2011,ID005,ID021,H,0.896,-0.104,0.9459459459459459,-0.06756756756756757,0.8736263736263736,-0.07692307692307693,2.0899418818773627,0.8374047798785829,2.594359316475481,0.4734606020783245,1.0089771982184006,-0.3692326846748353,-0.08864921161366968,0.06570720086575368,0.14839623715624767,0.0635974674375062,0.45341619469783495,-0.33807907632574236,-2.0860320336707225,-0.18160369501586326,-7.813256972744517,-2.9797458590647494,526300000,10,11,12,9,Nou Camp,Fernández Borbalán,r600005,"5,39","0,32",0.4385245901639344,0.30327868852459017,0.2581967213114754,both
402,SP1,08/05/2011,ID015,ID014,D,-0.392,-0.088,-0.16216216216216217,0.17567567567567569,0.054945054945054944,0.26373626373626374,0.717380981232428,1.0887732263455596,0.3524918494335901,0.7244239380435422,-0.3297472648329428,-0.3208155471076438,-0.21623900157855416,0.22866612268473416,-0.3623615354381163,0.2893445673271213,-0.2974781475372025,0.6754348728935078,-1.6058013666513329,-3.63851158089065,-18.101897705358375,-22.553068429548397,-116900000,-7,-5,-3,-4,Ono Estadi,Paradas Romero,r600013,"5,85","0,43",0.5697674418604651,0.18604651162790697,0.2441860465116279,both
403,SP1,08/05/2011,ID033,ID012,A,-0.088,0.016,-0.16216216216216217,-0.04054054054054054,-0.1043956043956044,-0.07142857142857142,0.674424102315332,0.6530895944582067,0.2204932822333707,0.23520579555951493,-1.053957475982692,-0.6004013468957221,-0.6977478188586546,-0.0811635096029415,-0.08507971595538816,0.1269016381441081,0.014891034952551216,0.3688932668782987,-2.1967907854391875,-8.640175253386033,-6.245193760984781,-19.94246157590722,-900000,1,-3,-1,0,La Romareda,Iturralde González,r600017,"5,46","0,41",0.4948453608247423,0.2611683848797251,0.24398625429553264,both
404,SP1,10/05/2011,ID028,ID004,H,-0.44,0.168,-0.20270270270270271,0.05405405405405406,-0.26373626373626374,0.14285714285714285,0.7774813700354344,0.8344971282084188,0.6147460246595698,0.3513495408373202,0.028064691562280024,-0.553034040655292,-0.4106437203677483,-0.13483000493080272,0.22120912712116583,0.09947718700644284,1.3022169679934552,0.300572481340297,-3.7550664458076706,-1.3659856418698704,-14.039056893892466,-5.395774169401829,-48300000,-2,0,1,-1,Nuevo Riazor,Mateu Lahoz,r600014,"4,88","0,23",0.47038327526132406,0.2926829268292683,0.23693379790940766,both
405,SP1,10/05/2011,ID029,ID030,H,-0.304,-0.048,-0.1891891891891892,-0.08108108108108109,-0.2967032967032967,-0.07692307692307693,0.6677274181802114,0.9931596264785832,0.19755657013274752,0.9847584508811994,-0.88722948205518,0.09571016049528394,-0.5599303995064866,-0.39971165851001816,-0.0679464642967253,0.11083958147636014,0.055993752739343094,1.1425392262158178,-5.938061350655736,-3.643368625064435,-17.52465415950433,-13.875389530765837,17650000,-6,-2,-1,-1,La Rosaleda,Iturralde González,r600017,"5,46","0,41",0.4948453608247423,0.2611683848797251,0.24398625429553264,both
406,SP1,10/05/2011,ID002,ID010,H,0.68,0.264,0.7567567567567568,-0.12162162162162163,0.8846153846153846,-0.04395604395604396,1.8955803943538754,0.5759031928030629,2.211475412333095,0.09647064426136884,0.41365103485317734,0.09568232905960827,-0.5123544349911149,0.8443067141018303,-0.19103740205704145,0.5836097211773458,-0.2274266492149104,0.049479590349717134,2.665371244949432,-4.715396351132908,10.398207566339085,-7.452002756226744,452600000,9,8,7,8,Santiago Bernabéu,Ramírez Domínguez,r600009,"5,14","0,34",0.5,0.25,0.25,both
407,SP1,10/05/2011,ID032,ID003,H,-0.488,0.6,-0.1891891891891892,0.10810810810810811,-0.06593406593406594,0.11538461538461539,0.7802420280185466,0.9062842474568944,0.40130660267527807,0.5575756512757647,-0.5100964413465627,-0.38374558895737665,0.11266139283731397,-0.10203005881719562,0.14551993996663154,0.5859562659042232,-0.576704274792657,0.7032156742383052,0.5273143609285018,-5.447959544624525,-5.256226236123396,-16.708192930110318,-127700000,-10,-7,-5,-6,El Sardinero,González González,r600008,"4,74","0,22",0.4796380090497738,0.29411764705882354,0.22624434389140272,both
408,SP1,11/05/2011,ID020,ID014,D,-0.52,-0.08,-0.3918918918918919,0.17567567567567569,-0.47802197802197804,0.24725274725274726,0.3396928367950364,1.0711320947026859,-0.12499717508064054,0.6909500500686465,0.1696218459982219,-0.32249024418113736,0.7380238624848133,0.12188889286154497,0.39198273851799414,0.128047306892725,0.12125002828362733,0.4711231386030586,-0.7993703513257673,-3.379341028575137,-0.3478749198434494,-22.152463064371293,-97000000,-7,-5,-5,-4,Juegos del Mediterráneo,Estrada Fernández,r600010,"5,54","0,27",0.48333333333333334,0.2625,0.25416666666666665,both
409,SP1,11/05/2011,ID021,ID008,D,-0.144,0.28,-0.0945945945945946,0.24324324324324326,-0.0989010989010989,0.08241758241758242,0.7308141738350182,1.2078590910606557,0.20929006440999315,0.8187018664135691,-0.5983999414372583,-0.974675772234979,0.09065373337270097,-0.7123943770849115,-0.037258696898275656,-0.1181652120884592,-0.48981166521461306,-0.4693778876731284,1.722732203253212,1.8958867361305554,6.4657795622477625,5.4572034099876845,-98200000,-6,-5,-5,-5,Cornellà -El Prat,Clos Gómez,r600016,"5,34","0,41",0.46511627906976744,0.3209302325581395,0.21395348837209302,both
410,SP1,11/05/2011,ID031,ID015,D,0.128,-0.4,-0.3108108108108108,-0.16216216216216217,-0.3021978021978022,0.07142857142857142,0.3953312196563723,0.7359505934880846,-0.1355948781153865,0.3896850582945853,-0.008191709453186535,-0.32751433540161806,0.23999114475633032,-0.03827695187323882,-0.31852028529011706,-0.003923178917235592,1.2031641591199633,0.38356096676429463,-9.545231922010988,-3.3336050487547526,-76.79699800792086,-22.107951357129394,-2000000,0,-2,-2,-1,José Rico Pérez,Turienzo Álvarez,r600015,"5,65","0,35",0.5318181818181819,0.2863636363636364,0.18181818181818182,both
411,SP1,11/05/2011,ID024,ID005,D,-0.168,0.936,-0.13513513513513514,0.972972972972973,-0.35714285714285715,0.8956043956043956,0.712823469981931,2.1318121208712917,0.3625165182975748,2.6417053766833134,-0.20581684244842657,0.9166690270496918,-0.15638633791900725,-0.0623663312673682,-0.12661336799874853,0.18337484424687608,-0.29925955071738897,0.21676084126981532,1.6205880235231485,-2.240395174434206,5.610169367911838,-10.495028245902791,-567100000,-12,-14,-13,-11,Ciutat de Valencia,Paradas Romero,r600013,"5,85","0,43",0.5697674418604651,0.18604651162790697,0.2441860465116279,both
412,SP1,11/05/2011,ID012,ID016,H,0.0,-0.104,-0.013513513513513514,-0.013513513513513514,-0.09340659340659341,0.06593406593406594,0.6851780755878277,0.9521214234876101,0.25490306582725686,0.6541956418157908,-0.8263656317104124,-0.4756329456447727,-0.3472764756099327,-0.6207489557515189,0.0417200488300519,-0.8286262386207947,0.19855929057471822,-0.12255678782293795,-4.264920800437934,9.955527618959579,-9.409742084308675,29.781331066512294,-117700000,-9,-4,-3,-5,Reyno de Navarra,Muñiz Fernández,r600002,"5,98","0,42",0.4801587301587302,0.25793650793650796,0.2619047619047619,both
413,SP1,11/05/2011,ID006,ID033,H,-0.288,-0.072,-0.21621621621621623,-0.1891891891891892,-0.34615384615384615,-0.08241758241758242,0.6543511165049989,0.6417696225924217,0.4932487674197332,0.1969727026774192,0.7976621531613307,-0.9038571392587614,-0.044782958716869714,-0.665282415017478,-0.4730957848694097,-0.15487561693464763,-0.09172691271617456,-0.24333425186225788,-0.12691478608762097,5.147358179938941,-2.1260995386482326,11.703021657331716,9700000,-1,-1,-2,-2,Anoeta,Álvarez Izquierdo,r600006,"5,73","0,38",0.536036036036036,0.22972972972972974,0.23423423423423423,both
414,SP1,15/05/2011,ID020,ID015,H,-0.512,-0.416,-0.3918918918918919,-0.16216216216216217,-0.4835164835164835,0.07692307692307693,0.37626479969041887,0.7197711732310782,-0.04340245256571182,0.3424098640176878,0.046593823453382074,-0.26764134303628717,0.491569874635506,0.028507391317857775,0.2468182511240961,-0.08178596274452375,0.3661612055072292,0.5556776371589851,-2.9923454269877316,-4.125587475094923,-19.97200424991851,-27.029965555700624,19900000,0,0,-2,0,Juegos del Mediterráneo,Pérez Lasa,r600001,"5,77","0,38",0.5,0.2753623188405797,0.2246376811594203,both
415,SP1,15/05/2011,ID004,ID029,D,0.16,-0.312,0.04054054054054054,-0.16216216216216217,0.13736263736263737,-0.3021978021978022,0.7935368168861261,0.7173853995041406,0.28636144296299,0.2960324152208675,-0.5254855860049064,-0.863301941931359,0.05100028400522505,-0.7198150629104939,-0.05227968197964733,-0.006984694484727216,-0.7582599121118672,0.8557712110904154,2.812745463317631,-9.034924681960506,11.609954112316874,-30.01250473719358,40950000,9,3,1,3,San Mamés,Muñiz Fernández,r600002,"5,98","0,42",0.4801587301587302,0.25793650793650796,0.2619047619047619,both
416,SP1,15/05/2011,ID003,ID031,H,0.624,0.144,0.0945945945945946,-0.3108108108108108,0.08791208791208792,-0.3076923076923077,0.8650064354373248,0.4123621883479579,0.5118692344954793,-0.08306688447438931,-0.23223737931089994,-0.08802236594029442,-0.1307698065413699,0.12868390610450264,0.3286685284865483,-0.14549187678503223,0.7623329862163956,0.6294419244709952,-1.9600259804225328,-4.265349079743188,1.556046955790098,-27.57685602220854,135300000,11,8,7,6,Vicente Calderón,Iturralde González,r600017,"5,46","0,41",0.4948453608247423,0.2611683848797251,0.24398625429553264,both
417,SP1,15/05/2011,ID005,ID028,D,0.944,-0.432,0.972972972972973,-0.1891891891891892,0.8956043956043956,-0.25824175824175827,2.064410159954047,0.8192062264458553,2.436578379428597,0.6498809787433019,0.7062029265187946,-0.11019381860154298,-0.08493113286376158,-0.4645757223400694,0.106652761716084,0.2759215799747094,0.10839655895250241,1.5126177049316631,-1.7481198166946432,-4.91615424139706,-9.045560460659473,-18.895253646354114,541000000,10,9,8,8,Nou Camp,Delgado Ferreiro,r600007,"5,1","0,23",0.3893129770992366,0.3511450381679389,0.2595419847328244,both
418,SP1,15/05/2011,ID010,ID012,H,0.24,0.04,-0.17567567567567569,0.0,-0.07692307692307693,-0.07142857142857142,0.47968441510336146,0.7327841467622083,-0.12564160341455435,0.32032263000883593,-0.013710575219911578,-0.9452738681216056,0.9141594138419834,-0.5955760579105402,0.5121383516525715,-0.4140243824113852,0.184433245528793,0.11276953909866165,-3.5740880456463993,4.197277675677708,-10.77426733338826,17.39345587555239,8500000,2,0,2,1,Coliseum Alfonso Pérez,Mateu Lahoz,r600014,"4,88","0,23",0.47038327526132406,0.2926829268292683,0.23693379790940766,both
419,SP1,15/05/2011,ID016,ID006,H,-0.144,-0.24,-0.02702702702702703,-0.20270270270270271,0.04395604395604396,-0.34615384615384615,0.9154822161494997,0.6864395976346199,0.6221633788149072,0.5129460376874752,-0.2393144786143713,0.5716978683466404,-0.3825185325873028,-0.3108959247238609,-0.6009128282945329,-0.5582773741834659,-0.20149546519200112,-0.26206088901975505,6.387841594633526,4.2483396668604785,14.127220778515142,8.406619952950312,108900000,9,8,6,7,Ramón Sánchez Pizjuán,Turienzo Álvarez,r600015,"5,65","0,35",0.5318181818181819,0.2863636363636364,0.18181818181818182,both
420,SP1,15/05/2011,ID030,ID032,H,-0.04,-0.512,-0.10810810810810811,-0.17567567567567569,-0.07142857142857142,-0.038461538461538464,0.9572903565033762,0.8255562403913913,0.9551552093591127,0.4570641678028545,0.31153564597812367,-0.6060328385859068,-0.11178563334582059,0.07184936931043572,0.1146811634429601,0.46779588621395435,0.543499378452527,-0.08445330282584335,4.036317354601994,-4.103451252002344,13.135864732708388,-20.293599873222682,-5900000,0,2,1,1,El Molinón,Ayza Gámez,r600004,"4,79","0,38",0.445859872611465,0.3375796178343949,0.21656050955414013,both
421,SP1,15/05/2011,ID008,ID024,D,0.256,-0.176,0.24324324324324326,-0.13513513513513514,0.07142857142857142,-0.35714285714285715,1.1851994574924378,0.7837729025263991,0.7638548042332473,0.5904354041361487,-0.9041240539604064,0.07480462492610301,-0.5196628305750846,-0.11877833525835163,-0.09814084957888877,0.04388014873634502,-0.4736689809568401,0.06195472367365401,1.8738095331886941,-1.6612476947406027,5.547975263691091,-8.884508484521326,139000000,8,8,6,7,Mestalla,Teixeira Vitienes,r600003,"6,53","0,39",0.4421052631578947,0.3263157894736842,0.23157894736842105,both
422,SP1,15/05/2011,ID008,ID024,D,0.256,-0.176,0.24324324324324326,-0.13513513513513514,0.07142857142857142,-0.35714285714285715,1.1851994574924378,0.7837729025263991,0.7638548042332473,0.5904354041361487,-0.9041240539604064,0.07480462492610301,-0.5196628305750846,-0.11877833525835163,-0.09814084957888877,0.04388014873634502,-0.4736689809568401,0.06195472367365401,1.8738095331886941,-1.6612476947406027,5.547975263691091,-8.884508484521326,139000000,8,8,6,7,Mestalla,Teixeira Vitienes,r600019,"5,29","0,35",0.42920353982300885,0.29646017699115046,0.2743362831858407,both
423,SP1,15/05/2011,ID014,ID002,A,-0.088,0.704,0.17567567567567569,0.8108108108108109,0.25274725274725274,0.9175824175824175,1.0363887299520727,1.9243755539940286,0.6175147998052106,2.221122476759232,-0.2302192272725075,0.4375716171180794,0.2697612855711294,-0.17463174935038273,0.1933713262199791,0.12994794459049874,0.397649785435978,-0.1927909359701084,-3.0503947672258427,-1.3427156535135394,-20.190050131363787,3.691405085735016,-348400000,-4,-5,-6,-5,El Madrigal,Undiano Mallenco,r600011,"4,99","0,22",0.42528735632183906,0.2988505747126437,0.27586206896551724,both
424,SP1,15/05/2011,ID033,ID021,H,-0.12,-0.12,-0.20270270270270271,-0.0945945945945946,-0.08241758241758242,-0.08791208791208792,0.6074476427106906,0.7546664196963001,0.14567809890867167,0.27023124461035075,-1.0467816063454216,-0.6924688991366885,-0.5409240451279336,-0.23056551081034407,0.15217693886625866,-0.08175728025287661,-0.05989162954842936,-0.47550802093557376,1.536269463107534,1.869913556198954,4.137063699676435,5.558061025213692,-21400000,-1,-1,1,0,La Romareda,González González,r600008,"4,74","0,22",0.4796380090497738,0.29411764705882354,0.22624434389140272,both
425,SP1,21/05/2011,ID021,ID016,A,-0.112,-0.112,-0.10810810810810811,0.0,-0.0989010989010989,0.08241758241758242,0.7224073715115248,0.9498041960312307,0.2529611222733801,0.6734579825836547,-0.3874941913542901,-0.0963900115277112,0.022694588970484403,-0.5068769024768471,-0.1407230193528237,-0.9079653840954391,-0.2005849499932421,-0.38493808750582964,-0.7869280317961937,9.998930311464933,-2.667325734918191,21.693178736170424,-97200000,-7,-6,-5,-5,Cornellà -El Prat,Undiano Mallenco,r600011,"4,99","0,22",0.42528735632183906,0.2988505747126437,0.27586206896551724,both
426,SP1,21/05/2011,ID031,ID030,D,0.168,0.08,-0.32432432432432434,-0.0945945945945946,-0.32967032967032966,0.005494505494505495,0.36808096110522176,0.9985681685229458,-0.13342313907919334,1.000861626139398,-0.024461623241301036,0.16002743633164696,0.16040240374433018,-0.0830458856216463,-0.28224827472516156,0.371968900860635,-0.2126177088712693,0.4843820664744367,0.482387713730418,0.5483837904000022,-6.6400449044307095,-5.128375153192028,-1700000,-1,-3,-3,-1,José Rico Pérez,Ramírez Domínguez,r600009,"5,14","0,34",0.5,0.25,0.25,both
427,SP1,21/05/2011,ID028,ID008,A,-0.472,0.28,-0.1891891891891892,0.24324324324324326,-0.24725274725274726,0.09340659340659341,0.8783534132874944,1.1651281297441358,0.8106837448049784,0.7465128642235374,0.04288057110852031,-0.659391884238779,-0.3734610208657555,-0.3593090324483914,0.23402754745569962,-0.020029300505510175,1.2177312642760394,-0.09873238771549425,-4.5122298522475015,-1.1309891105512082,-18.008781259641598,-7.441260109700085,-112900000,-6,-3,-1,-4,Nuevo Riazor,Muñiz Fernández,r600002,"5,98","0,42",0.4801587301587302,0.25793650793650796,0.2619047619047619,both
